sale_id,customer_id,product_id,timestamp,quantity,unit_price,total_line
S000416,C0008,17,2026-05-16 05:58:00,5,495.26,2476.3
S000417,C0053,5,2025-02-04 02:52:00,1,384.53,384.53
S000418,C0065,15,2025-08-25 02:45:00,2,14.48,28.96
S000419,C0085,16,2026-01-18 01:39:00,5,457.25,2286.25
S000420,C0003,17,2025-01-17 00:34:00,5,211.56,1057.8
S000421,C0090,22,2025-10-09 17:18:00,1,256.09,256.09
S000422,C0031,7,2026-03-17 05:06:00,1,266.95,266.95
S000423,C0051,3,2026-06-24 08:52:00,3,140.99,422.97
S000424,C0090,8,2026-01-18 12:29:00,5,129.17,645.8499999999999
S000425,C0084,25,2025-11-04 21:52:00,1,330.33,330.33
S000426,C0061,2,2025-02-02 02:25:00,4,194.81,779.24
S000427,C0056,21,2025-01-10 22:10:00,1,254.93,254.93
S000428,C0006,8,2025-12-06 18:54:00,1,448.45,448.45
S000429,C0006,30,2025-08-05 22:56:00,5,243.0,1215.0
S000430,C0073,22,2025-03-18 21:59:00,3,450.66,1351.98
S000431,C0027,19,2025-02-03 05:59:00,3,17.67,53.010000000000005
S000432,C0039,6,2025-05-28 22:52:00,4,465.15,1860.6
S000433,C0070,11,2026-08-01 07:36:00,4,341.75,1367.0
S000434,C0045,2,2026-01-29 23:08:00,1,255.39,255.39
S000435,C0099,20,2025-04-11 13:14:00,1,176.89,176.89
S000436,C0058,16,2026-02-11 10:01:00,3,393.94,1181.82
S000437,C0088,19,2025-08-22 11:35:00,4,221.61,886.44
S000438,C0032,23,2026-01-25 02:49:00,5,154.74,773.7
S000439,C0082,5,2025-03-17 02:17:00,2,196.2,392.4
S000440,C0040,15,2026-02-03 10:23:00,1,54.85,54.85
S000441,C0056,15,2026-01-04 08:06:00,2,52.78,105.56
S000442,C0012,12,2026-07-25 17:32:00,4,60.61,242.44
S000443,C0050,1,2026-07-22 02:38:00,5,394.37,1971.85
S000444,C0072,29,2025-10-26 13:24:00,1,365.17,365.17
S000445,C0022,5,2025-09-06 18:33:00,2,345.8,691.6
S000446,C0022,14,2025-10-03 09:17:00,4,81.51,326.04
S000447,C0047,9,2025-10-10 13:19:00,4,393.51,1574.04
S000448,C0026,15,2025-09-10 23:40:00,4,300.97,1203.88
S000449,C0043,27,2025-04-20 04:19:00,1,474.92,474.92
S000450,C0084,20,2026-01-25 10:28:00,3,221.0,663.0
S000451,C0026,16,2025-05-20 09:20:00,5,474.17,2370.85
S000452,C0089,21,2025-11-18 05:25:00,3,152.81,458.43
S000453,C0036,27,2026-05-18 18:50:00,2,169.68,339.36
S000454,C0070,6,2026-02-07 11:07:00,5,107.9,539.5
S000455,C0027,15,2026-07-18 00:46:00,4,472.06,1888.24
S000456,C0018,21,2025-10-26 22:04:00,4,339.76,1359.04
S000457,C0049,3,2025-11-07 07:16:00,2,360.47,720.94
S000458,C0065,30,2026-04-05 19:30:00,5,206.39,1031.9499999999998
S000459,C0069,20,2026-03-05 17:02:00,3,353.8,1061.4
S000460,C0046,6,2025-03-29 03:49:00,2,332.22,664.44
S000461,C0043,26,2025-02-15 18:41:00,4,483.74,1934.96
S000462,C0066,24,2026-03-17 03:00:00,1,136.78,136.78
S000463,C0048,13,2026-06-16 17:37:00,5,118.31,591.55
S000464,C0004,16,2026-04-20 21:37:00,5,83.87,419.35
S000465,C0094,5,2025-04-18 09:26:00,1,66.87,66.87
S000466,C0067,16,2025-12-23 09:21:00,4,394.29,1577.16
S000467,C0058,11,2025-12-23 15:06:00,4,363.78,1455.12
S000468,C0044,21,2025-03-10 09:02:00,1,21.07,21.07
S000469,C0095,8,2025-04-22 21:51:00,2,465.66,931.32
S000470,C0055,15,2026-06-13 05:35:00,2,172.18,344.36
S000471,C0085,14,2025-08-26 12:40:00,2,101.33,202.66
S000472,C0058,19,2026-02-10 00:47:00,5,442.72,2213.6000000000004
S000473,C0097,23,2026-03-16 12:00:00,2,110.83,221.66
S000474,C0042,7,2025-03-06 18:06:00,5,101.61,508.05
S000475,C0082,11,2026-04-14 03:16:00,4,268.58,1074.32
S000476,C0046,28,2026-02-02 19:25:00,5,65.97,329.85
S000477,C0076,3,2026-04-14 19:11:00,3,460.15,1380.4499999999998
S000478,C0024,12,2025-05-18 10:07:00,2,159.64,319.28
S000479,C0074,13,2025-05-25 16:24:00,4,302.25,1209.0
S000480,C0083,30,2026-03-10 05:31:00,5,349.78,1748.8999999999999
S000481,C0024,11,2025-06-27 17:10:00,4,151.53,606.12
S000482,C0063,5,2026-04-07 19:03:00,3,476.4,1429.1999999999998
S000483,C0053,22,2025-07-19 12:35:00,5,330.0,1650.0
S000484,C0011,19,2026-05-19 13:45:00,4,249.46,997.84
S000485,C0069,10,2025-02-01 07:18:00,1,144.68,144.68
S000486,C0015,19,2025-06-22 14:36:00,4,279.37,1117.48
S000487,C0047,18,2025-04-27 08:49:00,5,413.41,2067.05
S000488,C0055,4,2025-02-12 23:28:00,5,117.09,585.45
S000489,C0045,28,2025-09-11 09:55:00,1,230.37,230.37
S000490,C0031,7,2025-03-31 14:55:00,1,390.06,390.06
S000491,C0018,26,2025-12-26 22:39:00,4,91.33,365.32
S000492,C0069,9,2025-07-31 06:51:00,1,289.34,289.34
S000493,C0035,28,2026-07-06 05:20:00,3,151.77,455.31000000000006
S000494,C0097,26,2026-06-11 21:52:00,1,76.44,76.44
S000495,C0017,8,2026-02-26 01:17:00,2,353.7,707.4
S000496,C0087,13,2025-05-30 22:20:00,2,383.12,766.24
S000497,C0049,15,2026-05-17 04:36:00,3,317.63,952.89
S000498,C0096,9,2025-03-19 20:50:00,1,207.4,207.4
S000499,C0100,28,2026-01-13 14:31:00,3,295.16,885.48
S000500,C0069,13,2025-04-06 23:29:00,3,426.55,1279.65
S000501,C0042,27,2025-08-12 13:52:00,2,252.41,504.82
S000502,C0063,26,2025-10-18 10:35:00,5,73.99,369.95
S000503,C0081,26,2025-12-18 21:48:00,1,32.51,32.51
S000504,C0001,14,2026-04-16 00:07:00,2,226.23,452.46
S000505,C0039,6,2025-07-27 22:58:00,2,442.25,884.5
S000506,C0048,22,2025-10-08 02:41:00,3,132.69,398.07
S000507,C0097,8,2025-06-19 01:25:00,3,365.73,1097.19
S000508,C0062,3,2026-03-16 20:05:00,1,10.53,10.53
S000509,C0002,1,2025-05-16 18:14:00,5,343.19,1715.95
S000510,C0062,3,2025-12-18 03:55:00,4,350.08,1400.32
S000511,C0048,29,2025-08-23 12:05:00,1,60.57,60.57
S000512,C0087,5,2025-11-03 04:24:00,2,324.37,648.74
S000513,C0022,15,2025-03-12 16:36:00,1,309.06,309.06
S000514,C0079,22,2025-12-26 23:13:00,2,460.75,921.5
S000515,C0016,19,2026-03-30 06:05:00,1,78.61,78.61
S000516,C0032,9,2026-01-29 11:27:00,3,397.63,1192.8899999999999
S000517,C0078,10,2025-03-28 07:35:00,5,304.0,1520.0
S000518,C0078,17,2025-01-28 21:56:00,3,110.67,332.01
S000519,C0031,16,2025-07-13 23:25:00,3,326.62,979.86
S000520,C0010,17,2026-01-31 03:15:00,4,322.66,1290.64
S000521,C0073,14,2025-01-13 11:59:00,3,74.67,224.01
S000522,C0099,3,2026-01-10 17:43:00,2,383.74,767.48
S000523,C0006,30,2025-01-18 18:04:00,1,138.47,138.47
S000524,C0065,25,2025-03-03 12:32:00,3,318.0,954.0
S000525,C0069,18,2026-03-02 13:44:00,4,50.39,201.56
S000526,C0027,26,2025-06-06 08:05:00,3,48.72,146.16
S000527,C0098,27,2025-06-09 17:20:00,4,297.35,1189.4
S000528,C0031,2,2025-03-09 09:44:00,4,367.68,1470.72
S000529,C0079,20,2025-09-08 02:59:00,4,66.83,267.32
S000530,C0091,5,2025-02-26 09:42:00,2,68.53,137.06
S000531,C0093,9,2025-01-12 05:31:00,3,266.27,798.81
S000532,C0016,25,2025-06-20 11:08:00,3,369.14,1107.42
S000533,C0009,9,2025-01-31 10:51:00,4,143.27,573.08
S000534,C0047,2,2026-08-14 20:04:00,4,233.05,932.2
S000535,C0099,4,2026-05-27 18:10:00,3,87.08,261.24
S000536,C0066,1,2026-08-11 21:46:00,1,121.92,121.92
S000537,C0050,30,2025-02-15 00:15:00,1,241.16,241.16
S000538,C0092,24,2025-06-03 05:59:00,1,280.9,280.9
S000539,C0093,11,2026-03-06 07:20:00,2,213.97,427.94
S000540,C0087,29,2025-10-05 02:36:00,3,68.51,205.53000000000003
S000541,C0052,3,2025-02-23 05:14:00,5,490.89,2454.45
S000542,C0071,15,2026-04-22 09:49:00,3,170.38,511.14
S000543,C0039,24,2025-01-09 11:12:00,3,286.27,858.81
S000544,C0099,25,2025-09-06 14:23:00,5,486.21,2431.0499999999997
S000545,C0032,5,2025-07-20 23:57:00,5,382.64,1913.1999999999998
S000546,C0082,27,2025-01-07 13:01:00,2,275.36,550.72
S000547,C0094,10,2025-01-10 10:00:00,4,426.01,1704.04
S000548,C0008,5,2025-04-17 06:33:00,2,215.71,431.42
S000549,C0067,14,2025-10-14 02:02:00,2,449.67,899.34
S000550,C0065,5,2026-01-17 14:47:00,1,294.58,294.58
S000551,C0085,5,2026-02-08 02:37:00,5,40.52,202.60000000000002
S000552,C0051,23,2025-08-31 09:16:00,3,463.76,1391.28
S000553,C0026,5,2025-12-01 10:28:00,3,124.47,373.40999999999997
S000554,C0060,11,2026-08-22 03:09:00,1,90.54,90.54
S000555,C0027,15,2026-02-21 03:34:00,3,482.67,1448.01
S000556,C0088,10,2025-11-12 14:16:00,1,54.31,54.31
S000557,C0092,8,2025-02-11 06:53:00,3,82.68,248.04000000000002
S000558,C0034,27,2025-12-31 12:32:00,1,341.82,341.82
S000559,C0071,8,2025-06-28 00:25:00,4,282.42,1129.68
S000560,C0008,27,2025-04-07 14:06:00,2,69.51,139.02
S000561,C0081,21,2025-08-16 04:12:00,4,192.4,769.6
S000562,C0010,1,2025-03-28 18:37:00,3,459.54,1378.6200000000001
S000563,C0012,29,2025-03-08 06:57:00,4,406.56,1626.24
S000564,C0074,14,2025-12-06 03:02:00,4,34.81,139.24
S000565,C0023,12,2026-02-09 15:01:00,4,344.77,1379.08
S000566,C0020,2,2025-08-08 05:17:00,3,228.55,685.6500000000001
S000567,C0071,16,2025-09-09 20:18:00,4,211.88,847.52
S000568,C0026,21,2025-03-04 02:17:00,4,77.25,309.0
S000569,C0049,26,2026-06-23 07:40:00,5,399.47,1997.3500000000001
S000570,C0073,17,2026-01-03 15:34:00,4,178.58,714.32
S000571,C0077,8,2025-11-26 12:17:00,2,22.77,45.54
S000572,C0099,19,2025-01-31 08:03:00,4,269.42,1077.68
S000573,C0035,18,2025-08-27 05:06:00,2,331.86,663.72
S000574,C0023,6,2025-02-27 07:36:00,4,183.85,735.4
S000575,C0004,23,2025-08-31 18:20:00,3,457.85,1373.5500000000002
S000576,C0025,27,2025-12-27 18:36:00,2,285.92,571.84
S000577,C0012,2,2026-05-20 17:19:00,2,250.31,500.62
S000578,C0001,11,2025-08-27 19:14:00,1,267.96,267.96
S000579,C0042,2,2025-07-26 04:21:00,2,460.2,920.4
S000580,C0068,28,2025-01-23 04:37:00,2,389.44,778.88
S000581,C0044,10,2026-01-09 02:23:00,4,297.15,1188.6
S000582,C0063,21,2025-11-27 04:10:00,4,398.0,1592.0
S000583,C0079,26,2025-11-21 05:45:00,5,349.84,1749.1999999999998
S000584,C0049,10,2026-01-01 07:42:00,5,409.08,2045.3999999999999
S000585,C0074,13,2025-10-29 04:11:00,1,474.91,474.91
S000586,C0079,8,2026-08-05 01:11:00,5,165.93,829.6500000000001
S000587,C0096,3,2026-08-03 03:59:00,4,78.92,315.68
S000588,C0012,27,2025-09-01 11:20:00,2,321.73,643.46
S000589,C0089,3,2025-12-10 14:00:00,3,112.75,338.25
S000590,C0007,13,2025-12-25 08:50:00,1,363.0,363.0
S000591,C0064,29,2026-03-25 23:26:00,2,443.43,886.86
S000592,C0062,26,2026-01-23 11:34:00,4,59.7,238.8
S000593,C0010,26,2026-08-15 20:48:00,2,89.7,179.4
S000594,C0014,3,2025-02-04 09:01:00,3,137.95,413.84999999999997
S000595,C0010,18,2025-12-17 05:56:00,4,88.84,355.36
S000596,C0091,1,2025-04-06 10:38:00,5,447.68,2238.4
S000597,C0021,2,2026-03-18 20:10:00,5,445.98,2229.9
S000598,C0071,24,2025-04-14 10:13:00,2,210.55,421.1
S000599,C0013,2,2026-07-08 08:42:00,3,155.73,467.18999999999994
S000600,C0047,1,2026-02-07 18:35:00,4,85.26,341.04
S000601,C0013,1,2026-03-14 02:18:00,5,245.36,1226.8000000000002
S000602,C0061,28,2025-07-31 05:40:00,3,488.76,1466.28
S000603,C0085,9,2025-04-29 09:50:00,4,240.76,963.04
S000604,C0049,12,2025-04-04 20:34:00,4,100.59,402.36
S000605,C0034,8,2025-07-11 14:02:00,3,225.47,676.41
S000606,C0086,4,2025-10-03 18:03:00,2,378.6,757.2
S000607,C0097,19,2025-03-29 21:22:00,5,212.85,1064.25
S000608,C0054,18,2025-08-21 17:03:00,4,411.02,1644.08
S000609,C0011,13,2026-05-02 18:56:00,2,243.37,486.74
S000610,C0087,20,2025-02-05 16:36:00,5,402.22,2011.1000000000001
S000611,C0022,7,2025-05-31 03:48:00,4,94.71,378.84
S000612,C0088,14,2025-07-17 04:02:00,4,48.4,193.6
S000613,C0094,30,2025-07-26 20:09:00,5,136.36,681.8000000000001
S000614,C0042,28,2025-03-10 02:24:00,5,204.7,1023.5
S000615,C0080,19,2025-10-10 16:29:00,1,395.41,395.41
S000616,C0073,19,2026-06-20 13:07:00,4,83.32,333.28
S000617,C0013,26,2026-08-20 03:59:00,1,285.72,285.72
S000618,C0034,13,2025-10-20 17:56:00,3,440.17,1320.51
S000619,C0036,13,2026-05-13 18:38:00,4,28.36,113.44
S000620,C0043,23,2025-05-28 19:38:00,4,29.0,116.0
S000621,C0048,1,2025-09-01 01:47:00,4,461.21,1844.84
S000622,C0090,22,2025-12-12 09:19:00,3,422.99,1268.97
S000623,C0057,25,2025-04-11 07:08:00,3,487.37,1462.1100000000001
S000624,C0012,7,2025-11-25 08:46:00,4,306.44,1225.76
S000625,C0098,17,2026-03-29 06:58:00,4,373.06,1492.24
S000626,C0091,17,2026-01-18 01:32:00,2,42.15,84.3
S000627,C0004,6,2026-02-18 04:49:00,5,440.87,2204.35
S000628,C0059,2,2025-07-17 06:53:00,1,132.25,132.25
S000629,C0060,17,2026-01-05 22:12:00,3,190.49,571.47
S000630,C0031,12,2026-02-11 20:59:00,1,343.78,343.78
S000631,C0061,19,2026-05-16 19:28:00,2,480.65,961.3
S000632,C0034,24,2026-07-19 11:22:00,2,420.45,840.9
S000633,C0074,25,2025-04-03 09:01:00,4,34.33,137.32
S000634,C0035,21,2025-08-08 07:41:00,2,342.07,684.14
S000635,C0017,21,2026-02-24 16:01:00,1,242.31,242.31
S000636,C0078,26,2025-06-27 19:51:00,1,119.65,119.65
S000637,C0049,28,2025-11-09 22:45:00,3,217.67,653.01
S000638,C0087,17,2025-12-24 14:16:00,2,238.68,477.36
S000639,C0085,27,2026-02-11 18:06:00,1,260.64,260.64
S000640,C0039,22,2026-01-19 17:41:00,5,308.43,1542.15
S000641,C0082,11,2025-04-21 15:04:00,3,494.3,1482.9
S000642,C0067,25,2025-10-11 08:41:00,3,102.3,306.9
S000643,C0041,22,2025-09-04 01:51:00,5,208.01,1040.05
S000644,C0034,30,2025-05-24 23:01:00,4,498.76,1995.04
S000645,C0074,27,2026-03-05 12:24:00,1,295.68,295.68
S000646,C0082,26,2025-07-14 10:46:00,2,346.3,692.6
S000647,C0022,27,2026-05-03 21:22:00,5,157.1,785.5
S000648,C0095,9,2026-07-26 05:18:00,1,240.68,240.68
S000649,C0029,12,2026-07-27 05:43:00,3,330.67,992.01
S000650,C0043,12,2025-08-17 23:55:00,3,216.03,648.09
S000651,C0061,2,2025-09-24 18:18:00,4,427.09,1708.36
S000652,C0025,17,2026-08-21 18:39:00,1,241.39,241.39
S000653,C0007,28,2025-05-03 21:24:00,5,156.19,780.95
S000654,C0073,29,2025-06-04 04:12:00,3,210.5,631.5
S000655,C0063,11,2026-04-14 04:20:00,2,391.68,783.36
S000656,C0036,7,2025-07-01 10:40:00,1,12.31,12.31
S000657,C0098,25,2025-06-22 18:48:00,2,249.89,499.78
S000658,C0052,14,2025-04-01 04:39:00,4,320.41,1281.64
S000659,C0094,12,2026-05-04 12:00:00,1,271.55,271.55
S000660,C0087,1,2025-01-15 10:48:00,5,103.38,516.9
S000661,C0014,13,2025-09-12 07:44:00,3,162.93,488.79
S000662,C0006,10,2026-05-31 18:19:00,2,41.99,83.98
S000663,C0044,14,2025-10-25 14:46:00,5,302.22,1511.1000000000001
S000664,C0025,6,2025-05-18 10:57:00,4,186.03,744.12
S000665,C0017,7,2026-02-18 00:14:00,2,366.31,732.62
S000666,C0092,21,2025-01-23 18:32:00,2,70.35,140.7
S000667,C0080,2,2025-02-08 12:56:00,3,387.91,1163.73
S000668,C0015,14,2025-02-19 21:06:00,1,33.64,33.64
S000669,C0090,5,2026-03-31 12:07:00,5,133.84,669.2
S000670,C0085,4,2025-07-30 22:43:00,1,157.55,157.55
S000671,C0054,27,2026-06-17 08:39:00,5,353.36,1766.8000000000002
S000672,C0015,26,2025-04-18 16:46:00,5,67.69,338.45
S000673,C0034,27,2025-04-19 15:12:00,5,107.88,539.4
S000674,C0006,18,2026-06-20 06:22:00,4,154.72,618.88
S000675,C0001,1,2026-05-24 06:44:00,4,172.0,688.0
S000676,C0020,3,2025-04-02 03:53:00,5,337.82,1689.1
S000677,C0083,8,2026-06-08 02:46:00,1,453.34,453.34
S000678,C0023,28,2026-04-13 09:16:00,4,34.54,138.16
S000679,C0015,4,2025-02-10 09:23:00,3,218.74,656.22
S000680,C0022,11,2025-02-16 00:54:00,2,335.04,670.08
S000681,C0012,12,2026-01-02 14:39:00,3,440.45,1321.35
S000682,C0059,9,2025-12-17 05:07:00,4,206.12,824.48
S000683,C0084,29,2026-01-30 22:54:00,4,401.95,1607.8
S000684,C0021,4,2025-06-20 03:08:00,1,490.97,490.97
S000685,C0024,20,2026-03-03 18:30:00,5,342.41,1712.0500000000002
S000686,C0094,29,2026-01-24 11:39:00,1,432.66,432.66
S000687,C0053,15,2025-05-14 15:58:00,4,65.34,261.36
S000688,C0087,17,2025-02-17 02:16:00,3,16.06,48.17999999999999
S000689,C0086,28,2026-08-14 23:36:00,2,489.17,978.34
S000690,C0085,24,2025-12-13 16:33:00,5,56.67,283.35
S000691,C0072,29,2025-09-12 15:22:00,4,82.84,331.36
S000692,C0061,28,2025-02-25 00:41:00,2,257.73,515.46
S000693,C0043,9,2026-05-23 05:04:00,4,167.11,668.44
S000694,C0052,27,2025-02-21 16:14:00,5,325.23,1626.15
S000695,C0058,3,2025-08-29 02:29:00,4,402.62,1610.48
S000696,C0096,21,2026-05-26 14:20:00,1,490.53,490.53
S000697,C0071,1,2025-01-19 03:25:00,4,27.56,110.24
S000698,C0072,7,2025-04-04 19:39:00,3,446.15,1338.4499999999998
S000699,C0059,11,2026-04-13 10:23:00,1,410.13,410.13
S000700,C0047,23,2026-07-28 19:38:00,4,361.16,1444.64
S000701,C0046,27,2026-04-09 03:06:00,2,11.08,22.16
S000702,C0006,29,2025-10-26 17:33:00,3,354.03,1062.09
S000703,C0079,7,2025-06-18 15:08:00,4,62.41,249.64
S000704,C0025,23,2025-07-12 03:59:00,4,115.64,462.56
S000705,C0082,27,2025-12-13 03:48:00,4,32.79,131.16
S000706,C0018,16,2025-05-07 14:29:00,5,478.53,2392.6499999999996
S000707,C0056,27,2025-01-05 16:47:00,1,281.08,281.08
S000708,C0023,23,2026-08-23 15:59:00,5,392.73,1963.65
S000709,C0085,20,2026-08-16 05:46:00,2,60.74,121.48
S000710,C0078,30,2025-11-26 16:56:00,4,215.15,860.6
S000711,C0058,26,2025-09-12 08:25:00,3,485.54,1456.6200000000001
S000712,C0096,17,2025-05-17 04:26:00,5,353.01,1765.05
S000713,C0071,21,2025-11-03 22:35:00,3,358.82,1076.46
S000714,C0088,12,2025-08-11 06:13:00,5,360.05,1800.25
S000715,C0089,21,2025-05-16 22:41:00,2,256.91,513.82
S000716,C0075,19,2025-11-27 22:07:00,3,285.52,856.56
S000717,C0055,26,2026-03-04 21:47:00,5,150.1,750.5
S000718,C0007,22,2025-01-14 16:06:00,1,196.63,196.63
S000719,C0088,9,2025-02-27 06:17:00,2,491.93,983.86
S000720,C0070,2,2025-05-30 01:44:00,3,109.96,329.88
S000721,C0095,18,2026-01-03 14:06:00,5,435.34,2176.7
S000722,C0066,26,2025-08-18 23:41:00,5,200.55,1002.75
S000723,C0050,14,2025-10-22 22:42:00,1,463.98,463.98
S000724,C0026,20,2025-11-17 17:03:00,1,374.4,374.4
S000725,C0070,24,2026-03-30 07:58:00,3,380.0,1140.0
S000726,C0088,3,2025-07-21 23:12:00,3,229.92,689.76
S000727,C0006,14,2025-07-11 05:47:00,5,68.48,342.40000000000003
S000728,C0033,1,2025-10-13 17:16:00,2,88.86,177.72
S000729,C0042,20,2025-12-05 14:45:00,2,29.57,59.14
S000730,C0074,18,2025-02-22 20:39:00,3,250.37,751.11
S000731,C0024,17,2026-01-02 02:50:00,3,267.44,802.3199999999999
S000732,C0052,3,2025-03-11 16:10:00,4,276.11,1104.44
S000733,C0043,12,2025-12-24 07:56:00,2,335.03,670.06
S000734,C0072,27,2025-10-28 06:48:00,5,269.94,1349.7
S000735,C0083,20,2025-01-10 03:42:00,3,228.38,685.14
S000736,C0015,13,2025-09-07 01:43:00,3,196.87,590.61
S000737,C0067,27,2025-09-20 17:46:00,3,22.11,66.33
S000738,C0006,10,2026-01-19 16:51:00,5,228.32,1141.6
S000739,C0022,25,2025-07-17 10:32:00,1,474.62,474.62
S000740,C0081,25,2026-07-05 17:00:00,1,113.28,113.28
S000741,C0090,29,2025-08-07 21:27:00,1,110.73,110.73
S000742,C0020,1,2026-03-22 20:52:00,1,375.98,375.98
S000743,C0007,6,2026-04-16 22:21:00,1,52.89,52.89
S000744,C0034,14,2025-09-15 17:04:00,5,412.59,2062.95
S000745,C0003,13,2026-02-02 14:40:00,4,222.18,888.72
S000746,C0096,19,2025-05-02 17:00:00,5,40.99,204.95000000000002
S000747,C0065,4,2025-02-16 22:54:00,1,185.27,185.27
S000748,C0098,30,2025-10-24 21:19:00,5,52.39,261.95
S000749,C0069,8,2026-03-25 12:25:00,1,242.25,242.25
S000750,C0082,5,2025-05-20 23:25:00,5,154.54,772.6999999999999
S000751,C0002,18,2025-11-02 21:56:00,3,479.12,1437.3600000000001
S000752,C0077,13,2026-07-23 04:07:00,1,12.46,12.46
S000753,C0095,29,2026-07-05 17:05:00,3,112.93,338.79
S000754,C0024,8,2025-12-19 06:26:00,5,79.8,399.0
S000755,C0073,28,2025-09-16 06:07:00,2,338.78,677.56
S000756,C0086,3,2025-02-25 17:29:00,5,45.84,229.20000000000002
S000757,C0043,12,2025-09-14 03:12:00,5,248.72,1243.6
S000758,C0080,3,2025-05-12 21:41:00,2,59.02,118.04
S000759,C0085,10,2025-07-18 10:31:00,4,170.89,683.56
S000760,C0041,14,2026-08-22 04:36:00,5,188.6,943.0
S000761,C0092,24,2025-06-22 00:20:00,2,394.97,789.94
S000762,C0094,11,2026-03-23 08:53:00,3,75.81,227.43
S000763,C0063,18,2026-05-07 14:28:00,3,389.64,1168.92
S000764,C0036,28,2025-04-22 05:41:00,5,50.17,250.85000000000002
S000765,C0081,3,2025-05-24 17:12:00,3,369.44,1108.32
S000766,C0075,19,2025-03-19 00:54:00,5,319.5,1597.5
S000767,C0070,29,2026-02-19 18:13:00,1,280.28,280.28
S000768,C0029,29,2026-07-07 15:41:00,2,189.25,378.5
S000769,C0051,12,2025-10-25 04:29:00,5,260.1,1300.5
S000770,C0079,22,2026-05-30 00:42:00,2,425.51,851.02
S000771,C0073,19,2025-06-19 16:08:00,4,88.02,352.08
S000772,C0006,8,2025-05-30 23:46:00,4,470.2,1880.8
S000773,C0006,22,2026-05-15 07:04:00,3,191.02,573.0600000000001
S000774,C0059,29,2025-07-31 16:58:00,3,200.17,600.51
S000775,C0067,21,2025-02-17 01:41:00,3,60.58,181.74
S000776,C0023,13,2025-10-08 23:16:00,5,276.73,1383.65
S000777,C0049,30,2026-01-23 11:37:00,1,263.16,263.16
S000778,C0045,16,2025-08-17 16:25:00,3,410.45,1231.35
S000779,C0057,6,2026-05-09 19:00:00,5,442.2,2211.0
S000780,C0024,6,2025-08-24 02:32:00,3,113.64,340.92
S000781,C0054,26,2026-01-06 19:45:00,1,333.94,333.94
S000782,C0062,7,2025-12-05 23:07:00,4,340.86,1363.44
S000783,C0006,5,2025-06-15 20:53:00,4,21.0,84.0
S000784,C0006,29,2026-08-11 18:10:00,2,318.47,636.94
S000785,C0024,17,2026-08-10 04:03:00,2,136.55,273.1
S000786,C0094,22,2026-02-20 19:36:00,1,440.47,440.47
S000787,C0061,28,2025-10-18 02:13:00,4,307.2,1228.8
S000788,C0075,27,2026-05-09 05:14:00,4,304.41,1217.64
S000789,C0093,22,2025-07-06 19:42:00,5,139.62,698.1
S000790,C0049,13,2025-12-17 14:38:00,5,43.73,218.64999999999998
S000791,C0065,22,2025-05-16 03:01:00,2,266.13,532.26
S000792,C0079,20,2026-03-06 04:38:00,1,96.94,96.94
S000793,C0085,5,2025-02-09 17:32:00,1,55.66,55.66
S000794,C0048,28,2026-07-07 00:57:00,4,265.8,1063.2
S000795,C0062,26,2025-02-14 22:33:00,4,122.45,489.8
S000796,C0018,9,2026-01-26 11:37:00,5,57.88,289.40000000000003
S000797,C0070,14,2026-05-04 07:58:00,1,148.8,148.8
S000798,C0016,17,2025-09-21 06:00:00,1,293.21,293.21
S000799,C0041,14,2025-01-08 12:41:00,2,347.01,694.02
S000800,C0033,9,2026-01-06 03:09:00,4,329.27,1317.08
S000801,C0088,13,2026-07-03 13:36:00,3,309.82,929.46
S000802,C0048,18,2025-07-28 13:35:00,5,246.41,1232.05
S000803,C0100,23,2026-07-23 15:16:00,3,293.05,879.1500000000001
S000804,C0058,26,2026-02-12 23:08:00,1,376.43,376.43
S000805,C0044,26,2025-06-15 03:13:00,5,206.27,1031.3500000000001
S000806,C0082,1,2026-07-18 19:44:00,1,88.76,88.76
S000807,C0009,9,2025-04-04 04:30:00,5,223.33,1116.65
S000808,C0050,30,2025-08-16 11:05:00,5,28.5,142.5
S000809,C0077,2,2026-02-15 19:41:00,5,150.37,751.85
S000810,C0085,30,2025-06-29 20:31:00,4,15.25,61.0
S000811,C0066,17,2026-06-15 09:12:00,1,394.14,394.14
S000812,C0084,1,2025-08-26 19:10:00,1,186.27,186.27
S000813,C0051,13,2025-06-11 02:17:00,4,183.03,732.12
S000814,C0009,30,2026-08-24 06:33:00,1,371.09,371.09
S000815,C0045,12,2025-04-03 17:18:00,5,458.35,2291.75
S000816,C0052,19,2025-10-11 07:38:00,2,232.83,465.66
S000817,C0072,3,2025-01-05 08:11:00,4,258.06,1032.24
S000818,C0033,29,2026-05-31 09:21:00,1,403.44,403.44
S000819,C0073,16,2026-07-05 18:16:00,4,483.37,1933.48
S000820,C0076,28,2025-09-07 10:49:00,4,343.98,1375.92
S000821,C0082,26,2025-01-29 15:07:00,3,43.1,129.3
S000822,C0053,12,2025-08-14 21:44:00,2,402.08,804.16
S000823,C0012,13,2026-06-13 17:00:00,3,131.65,394.95000000000005
S000824,C0046,7,2025-12-17 02:35:00,2,243.51,487.02
S000825,C0026,8,2026-08-11 08:11:00,2,254.51,509.02
S000826,C0032,27,2025-09-05 08:13:00,2,109.36,218.72
S000827,C0011,22,2025-12-31 04:49:00,1,68.74,68.74
S000828,C0062,12,2026-05-20 19:00:00,5,479.42,2397.1
